Y	M	Lead	P-Y	P-M	Streamflow_CV
1985 01 2 1985 02 2680.37
1986 01 2 1986 02 144.9
1987 01 2 1987 02 712.991
1988 01 2 1988 02 336.126
1989 01 2 1989 02 229.677
1990 01 2 1990 02 190.772
1991 01 2 1991 02 275.114
1992 01 2 1992 02 743.107
1993 01 2 1993 02 340.317
1994 01 2 1994 02 217.923
1995 01 2 1995 02 334.973
1996 01 2 1996 02 130.859
1997 01 2 1997 02 164.878
1998 01 2 1998 02 301.778
1999 01 2 1999 02 223.254
2000 01 2 2000 02 138.927
2001 01 2 2001 02 533.732
2002 01 2 2002 02 270.397
2003 01 2 2003 02 295.402
2004 01 2 2004 02 197.798
2005 01 2 2005 02 405.028
2006 01 2 2006 02 167.886
2007 01 2 2007 02 224.694
2008 01 2 2008 02 194.785
2009 01 2 2009 02 112.729
2010 01 2 2010 02 462.136
2011 01 2 2011 02 100.727
2012 01 2 2012 02 123.089
2013 01 2 2013 02 106.236
2014 01 2 2014 02 154.397
2015 01 2 2015 02 137.395
2016 01 2 2016 02 243.085
1982 01 3 1982 03 314.602
1983 01 3 1983 03 365.025
1984 01 3 1984 03 130.776
1985 01 3 1985 03 404.303
1986 01 3 1986 03 554.292
1987 01 3 1987 03 465.991
1988 01 3 1988 03 278.043
1989 01 3 1989 03 290.639
1990 01 3 1990 03 274.875
1991 01 3 1991 03 237.361
1992 01 3 1992 03 2769.7
1993 01 3 1993 03 511.31
1994 01 3 1994 03 246.174
1995 01 3 1995 03 280.909
1996 01 3 1996 03 165.706
1997 01 3 1997 03 985.207
1998 01 3 1998 03 426.371
1999 01 3 1999 03 138.533
2000 01 3 2000 03 107.827
2001 01 3 2001 03 519.093
2002 01 3 2002 03 291.626
2003 01 3 2003 03 262.748
2004 01 3 2004 03 214.909
2005 01 3 2005 03 381.441
2006 01 3 2006 03 154.09
2007 01 3 2007 03 150.486
2008 01 3 2008 03 193.686
2009 01 3 2009 03 107.407
2010 01 3 2010 03 466.56
2011 01 3 2011 03 139.256
2012 01 3 2012 03 284.303
2013 01 3 2013 03 115.386
2014 01 3 2014 03 194.153
2015 01 3 2015 03 124.449
2016 01 3 2016 03 170.834
1982 01 4 1982 04 150.971
1983 01 4 1983 04 244.569
1984 01 4 1984 04 82.4456
1985 01 4 1985 04 273.073
1986 01 4 1986 04 115.61
1987 01 4 1987 04 275.098
1988 01 4 1988 04 196.979
1989 01 4 1989 04 208.059
1990 01 4 1990 04 301.518
1991 01 4 1991 04 136.498
1992 01 4 1992 04 465.931
1993 01 4 1993 04 219.443
1994 01 4 1994 04 124.937
1995 01 4 1995 04 251.41
1996 01 4 1996 04 122.136
1997 01 4 1997 04 913.414
1998 01 4 1998 04 356.393
1999 01 4 1999 04 428.108
2000 01 4 2000 04 143.828
2001 01 4 2001 04 461.461
2002 01 4 2002 04 121.43
2003 01 4 2003 04 179.091
2004 01 4 2004 04 168.961
2005 01 4 2005 04 313.135
2006 01 4 2006 04 142.838
2007 01 4 2007 04 435.977
2008 01 4 2008 04 151.875
2009 01 4 2009 04 114.643
2010 01 4 2010 04 285.632
2011 01 4 2011 04 95.6795
2012 01 4 2012 04 313.154
2013 01 4 2013 04 81.0658
2014 01 4 2014 04 74.09
2015 01 4 2015 04 96.0289
2016 01 4 2016 04 303.771
1982 02 0 1982 02 223.399
1983 02 0 1983 02 239.6
1984 02 0 1984 02 95.0002
1985 02 0 1985 02 422.8
1986 02 0 1986 02 479.498
1987 02 0 1987 02 504.198
1988 02 0 1988 02 257.5
1989 02 0 1989 02 338.902
1990 02 0 1990 02 214.2
1991 02 0 1991 02 188.9
1992 02 0 1992 02 3754.01
1993 02 0 1993 02 437.698
1994 02 0 1994 02 193.1
1995 02 0 1995 02 189.101
1996 02 0 1996 02 107.4
1997 02 0 1997 02 2349.01
1998 02 0 1998 02 316.202
1999 02 0 1999 02 190.6
2000 02 0 2000 02 132.1
2001 02 0 2001 02 634.502
2002 02 0 2002 02 278.1
2003 02 0 2003 02 223.9
2004 02 0 2004 02 147
2005 02 0 2005 02 447.099
2006 02 0 2006 02 129
2007 02 0 2007 02 103.7
2008 02 0 2008 02 197.801
2009 02 0 2009 02 100.6
2010 02 0 2010 02 1083
2011 02 0 2011 02 114
2012 02 0 2012 02 293.201
2013 02 0 2013 02 65.4999
2014 02 0 2014 02 80.6
2015 02 0 2015 02 75.1998
2016 02 0 2016 02 119.5
1982 02 1 1982 02 301.875
1983 02 1 1983 02 273.403
1984 02 1 1984 02 113.67
1985 02 1 1985 02 3223.73
1986 02 1 1986 02 191.129
1987 02 1 1987 02 730.194
1988 02 1 1988 02 335.27
1989 02 1 1989 02 166.363
1990 02 1 1990 02 194.1
1991 02 1 1991 02 280.404
1992 02 1 1992 02 831.749
1993 02 1 1993 02 362.931
1994 02 1 1994 02 251.605
1995 02 1 1995 02 391.585
1996 02 1 1996 02 154.876
1997 02 1 1997 02 166.633
1998 02 1 1998 02 342.095
1999 02 1 1999 02 163.755
2000 02 1 2000 02 98.8359
2001 02 1 2001 02 501.798
2002 02 1 2002 02 323.416
2003 02 1 2003 02 230.206
2004 02 1 2004 02 219.196
2005 02 1 2005 02 342.262
2006 02 1 2006 02 158.378
2007 02 1 2007 02 167.84
2008 02 1 2008 02 204.703
2009 02 1 2009 02 114.927
2010 02 1 2010 02 259.869
2011 02 1 2011 02 141.088
2012 02 1 2012 02 123.635
2013 02 1 2013 02 108.02
2014 02 1 2014 02 118.648
2015 02 1 2015 02 109.07
2016 02 1 2016 02 197.15
1982 02 2 1982 03 250.947
1983 02 2 1983 03 483.351
1984 02 2 1984 03 147.663
1985 02 2 1985 03 361.423
1986 02 2 1986 03 399.544
1987 02 2 1987 03 481.4
1988 02 2 1988 03 271.458
1989 02 2 1989 03 273.833
1990 02 2 1990 03 183.245
1991 02 2 1991 03 173.506
1992 02 2 1992 03 3453.14
1993 02 2 1993 03 403.988
1994 02 2 1994 03 274.354
1995 02 2 1995 03 280.582
1996 02 2 1996 03 158.168
1997 02 2 1997 03 673.79
1998 02 2 1998 03 480.701
1999 02 2 1999 03 174.95
2000 02 2 2000 03 127.777
2001 02 2 2001 03 451.708
2002 02 2 2002 03 260.811
2003 02 2 2003 03 267.897
2004 02 2 2004 03 208.719
2005 02 2 2005 03 451.018
2006 02 2 2006 03 170.706
2007 02 2 2007 03 132.235
2008 02 2 2008 03 204.649
2009 02 2 2009 03 156.621
2010 02 2 2010 03 1426.39
2011 02 2 2011 03 135.216
2012 02 2 2012 03 338.187
2013 02 2 2013 03 98.1396
2014 02 2 2014 03 133.542
2015 02 2 2015 03 156.938
2016 02 2 2016 03 186.791
1982 02 3 1982 04 150.515
1983 02 3 1983 04 241.356
1984 02 3 1984 04 95.5999
1985 02 3 1985 04 269.419
1986 02 3 1986 04 133.838
1987 02 3 1987 04 278.855
1988 02 3 1988 04 176.316
1989 02 3 1989 04 195.405
1990 02 3 1990 04 335.698
1991 02 3 1991 04 128.62
1992 02 3 1992 04 470.71
1993 02 3 1993 04 225.662
1994 02 3 1994 04 136.761
1995 02 3 1995 04 247.868
1996 02 3 1996 04 104.137
1997 02 3 1997 04 1033.11
1998 02 3 1998 04 327.893
1999 02 3 1999 04 424.384
2000 02 3 2000 04 144.058
2001 02 3 2001 04 408.76
2002 02 3 2002 04 138.657
2003 02 3 2003 04 165.282
2004 02 3 2004 04 166.246
2005 02 3 2005 04 269.308
2006 02 3 2006 04 122.429
2007 02 3 2007 04 461.623
2008 02 3 2008 04 153.199
2009 02 3 2009 04 117.464
2010 02 3 2010 04 250.284
2011 02 3 2011 04 102.639
2012 02 3 2012 04 286.702
2013 02 3 2013 04 88.4098
2014 02 3 2014 04 79.9107
2015 02 3 2015 04 104.845
2016 02 3 2016 04 329.252
1982 02 4 1982 05 226.829
1983 02 4 1983 05 412.645
1984 02 4 1984 05 159.199
1985 02 4 1985 05 235.973
1986 02 4 1986 05 221.333
1987 02 4 1987 05 565.785
1988 02 4 1988 05 275.181
1989 02 4 1989 05 181.308
1990 02 4 1990 05 342.237
1991 02 4 1991 05 335.222
1992 02 4 1992 05 1097.77
1993 02 4 1993 05 409.766
1994 02 4 1994 05 287.284
1995 02 4 1995 05 408.01
1996 02 4 1996 05 206.168
1997 02 4 1997 05 726.174
1998 02 4 1998 05 477.32
1999 02 4 1999 05 175.729
2000 02 4 2000 05 144.772
2001 02 4 2001 05 798.163
2002 02 4 2002 05 214.428
2003 02 4 2003 05 432.197
2004 02 4 2004 05 529.584
2005 02 4 2005 05 347.45
2006 02 4 2006 05 259.328
2007 02 4 2007 05 379.726
2008 02 4 2008 05 307.78
2009 02 4 2009 05 329.539
2010 02 4 2010 05 400.059
2011 02 4 2011 05 92.2214
2012 02 4 2012 05 178.652
2013 02 4 2013 05 124.011
2014 02 4 2014 05 101.782
2015 02 4 2015 05 190.677
2016 02 4 2016 05 462.105
1982 03 0 1982 03 208.5
1983 03 0 1983 03 286.801
1984 03 0 1984 03 73.6003
1985 03 0 1985 03 438.601
1986 03 0 1986 03 144.2
1987 03 0 1987 03 511
1988 03 0 1988 03 225.8
1989 03 0 1989 03 241.201
1990 03 0 1990 03 582.698
1991 03 0 1991 03 156.8
1992 03 0 1992 03 1227
1993 03 0 1993 03 376.7
1994 03 0 1994 03 174.001
1995 03 0 1995 03 384.598
1996 03 0 1996 03 113.5
1997 03 0 1997 03 2798
1998 03 0 1998 03 567.999
1999 03 0 1999 03 613.8
2000 03 0 2000 03 105.5
2001 03 0 2001 03 749.997
2002 03 0 2002 03 201.399
2003 03 0 2003 03 198.401
2004 03 0 2004 03 225.899
2005 03 0 2005 03 487.3
2006 03 0 2006 03 127.5
2007 03 0 2007 03 852.003
2008 03 0 2008 03 195.5
2009 03 0 2009 03 154.499
2010 03 0 2010 03 451.8
2011 03 0 2011 03 82
2012 03 0 2012 03 379.699
2013 03 0 2013 03 70.2
2014 03 0 2014 03 64.1997
2015 03 0 2015 03 98.3005
2016 03 0 2016 03 578.2
1982 03 1 1982 03 238.31
1983 03 1 1983 03 351.814
1984 03 1 1984 03 167.919
1985 03 1 1985 03 402.95
1986 03 1 1986 03 474.609
1987 03 1 1987 03 747.347
1988 03 1 1988 03 283.826
1989 03 1 1989 03 310.03
1990 03 1 1990 03 235.163
1991 03 1 1991 03 207.26
1992 03 1 1992 03 3087.49
1993 03 1 1993 03 449.37
1994 03 1 1994 03 215.122
1995 03 1 1995 03 238.896
1996 03 1 1996 03 156.776
1997 03 1 1997 03 506.997
1998 03 1 1998 03 288.994
1999 03 1 1999 03 192.656
2000 03 1 2000 03 145.635
2001 03 1 2001 03 485.069
2002 03 1 2002 03 241.569
2003 03 1 2003 03 266.732
2004 03 1 2004 03 161.186
2005 03 1 2005 03 418.726
2006 03 1 2006 03 163.882
2007 03 1 2007 03 139.789
2008 03 1 2008 03 200.491
2009 03 1 2009 03 136.44
2010 03 1 2010 03 1013.26
2011 03 1 2011 03 161.294
2012 03 1 2012 03 282.98
2013 03 1 2013 03 119.783
2014 03 1 2014 03 138.847
2015 03 1 2015 03 128.484
2016 03 1 2016 03 241.893
1982 03 2 1982 04 156.534
1983 03 2 1983 04 242.328
1984 03 2 1984 04 103.067
1985 03 2 1985 04 308.278
1986 03 2 1986 04 115.952
1987 03 2 1987 04 349.456
1988 03 2 1988 04 185.949
1989 03 2 1989 04 205.469
1990 03 2 1990 04 331.041
1991 03 2 1991 04 114.491
1992 03 2 1992 04 461.215
1993 03 2 1993 04 198.439
1994 03 2 1994 04 146.21
1995 03 2 1995 04 249.83
1996 03 2 1996 04 103.107
1997 03 2 1997 04 935.065
1998 03 2 1998 04 357.983
1999 03 2 1999 04 449.302
2000 03 2 2000 04 123.431
2001 03 2 2001 04 405.631
2002 03 2 2002 04 138.907
2003 03 2 2003 04 146.726
2004 03 2 2004 04 161.917
2005 03 2 2005 04 255.234
2006 03 2 2006 04 136.306
2007 03 2 2007 04 309.82
2008 03 2 2008 04 129.232
2009 03 2 2009 04 122.526
2010 03 2 2010 04 270.368
2011 03 2 2011 04 109.71
2012 03 2 2012 04 316.825
2013 03 2 2013 04 73.9489
2014 03 2 2014 04 87.1663
2015 03 2 2015 04 117.96
2016 03 2 2016 04 408.103
1982 03 3 1982 05 285.117
1983 03 3 1983 05 351.213
1984 03 3 1984 05 172.293
1985 03 3 1985 05 297.959
1986 03 3 1986 05 246.913
1987 03 3 1987 05 591.353
1988 03 3 1988 05 279.133
1989 03 3 1989 05 195.349
1990 03 3 1990 05 322.299
1991 03 3 1991 05 315.819
1992 03 3 1992 05 855.424
1993 03 3 1993 05 551.966
1994 03 3 1994 05 217.216
1995 03 3 1995 05 343.827
1996 03 3 1996 05 196.942
1997 03 3 1997 05 780.707
1998 03 3 1998 05 400.094
1999 03 3 1999 05 200.174
2000 03 3 2000 05 122.617
2001 03 3 2001 05 509.758
2002 03 3 2002 05 281.852
2003 03 3 2003 05 287.331
2004 03 3 2004 05 568.858
2005 03 3 2005 05 340.337
2006 03 3 2006 05 188.913
2007 03 3 2007 05 343.108
2008 03 3 2008 05 197.032
2009 03 3 2009 05 358.667
2010 03 3 2010 05 329.746
2011 03 3 2011 05 102.264
2012 03 3 2012 05 237.809
2013 03 3 2013 05 155.759
2014 03 3 2014 05 113.976
2015 03 3 2015 05 175.87
2016 03 3 2016 05 317.283
1982 03 4 1982 06 266.641
1983 03 4 1983 06 1224.93
1984 03 4 1984 06 134.742
1985 03 4 1985 06 181.41
1986 03 4 1986 06 240.264
1987 03 4 1987 06 826.621
1988 03 4 1988 06 230.555
1989 03 4 1989 06 190.689
1990 03 4 1990 06 436.407
1991 03 4 1991 06 240.602
1992 03 4 1992 06 1336.76
1993 03 4 1993 06 227.403
1994 03 4 1994 06 388.183
1995 03 4 1995 06 457.622
1996 03 4 1996 06 77.0535
1997 03 4 1997 06 185.478
1998 03 4 1998 06 334.878
1999 03 4 1999 06 119.205
2000 03 4 2000 06 63.261
2001 03 4 2001 06 87.7052
2002 03 4 2002 06 106.964
2003 03 4 2003 06 221.21
2004 03 4 2004 06 136.865
2005 03 4 2005 06 357.629
2006 03 4 2006 06 155.823
2007 03 4 2007 06 348.056
2008 03 4 2008 06 73.7313
2009 03 4 2009 06 133.206
2010 03 4 2010 06 187.496
2011 03 4 2011 06 104.307
2012 03 4 2012 06 183.511
2013 03 4 2013 06 138.65
2014 03 4 2014 06 148.753
2015 03 4 2015 06 709.328
2016 03 4 2016 06 2278.9
1982 04 0 1982 04 187.401
1983 04 0 1983 04 147.1
1984 04 0 1984 04 51.7
1985 04 0 1985 04 213.1
1986 04 0 1986 04 105.8
1987 04 0 1987 04 346.398
1988 04 0 1988 04 190.3
1989 04 0 1989 04 188.099
1990 04 0 1990 04 278.4
1991 04 0 1991 04 181.501
1992 04 0 1992 04 700.301
1993 04 0 1993 04 376.2
1994 04 0 1994 04 110.299
1995 04 0 1995 04 230.8
1996 04 0 1996 04 109.8
1997 04 0 1997 04 858.4
1998 04 0 1998 04 212.899
1999 04 0 1999 04 219.6
2000 04 0 2000 04 98.3005
2001 04 0 2001 04 476.901
2002 04 0 2002 04 179.4
2003 04 0 2003 04 108.5
2004 04 0 2004 04 663.003
2005 04 0 2005 04 253.999
2006 04 0 2006 04 118.5
2007 04 0 2007 04 318.7
2008 04 0 2008 04 233.899
2009 04 0 2009 04 413.898
2010 04 0 2010 04 871.199
2011 04 0 2011 04 57.7001
2012 04 0 2012 04 130.001
2013 04 0 2013 04 78.5
2014 04 0 2014 04 48.3999
2015 04 0 2015 04 99.3003
2016 04 0 2016 04 250.6
1982 04 1 1982 04 164.343
1983 04 1 1983 04 203.158
1984 04 1 1984 04 86.509
1985 04 1 1985 04 291.503
1986 04 1 1986 04 123.785
1987 04 1 1987 04 290.403
1988 04 1 1988 04 164.56
1989 04 1 1989 04 203.347
1990 04 1 1990 04 335.585
1991 04 1 1991 04 131.597
1992 04 1 1992 04 473.401
1993 04 1 1993 04 228.497
1994 04 1 1994 04 141.414
1995 04 1 1995 04 247.837
1996 04 1 1996 04 109.548
1997 04 1 1997 04 1149.09
1998 04 1 1998 04 321.809
1999 04 1 1999 04 453.713
2000 04 1 2000 04 128.677
2001 04 1 2001 04 382.971
2002 04 1 2002 04 163.97
2003 04 1 2003 04 147.995
2004 04 1 2004 04 166.452
2005 04 1 2005 04 280.769
2006 04 1 2006 04 124.233
2007 04 1 2007 04 443.529
2008 04 1 2008 04 142.346
2009 04 1 2009 04 120
2010 04 1 2010 04 227.366
2011 04 1 2011 04 81.6967
2012 04 1 2012 04 305.758
2013 04 1 2013 04 86.6189
2014 04 1 2014 04 85.4786
2015 04 1 2015 04 109.38
2016 04 1 2016 04 370.816
1982 04 2 1982 05 256.989
1983 04 2 1983 05 471.921
1984 04 2 1984 05 170.892
1985 04 2 1985 05 273.815
1986 04 2 1986 05 244.841
1987 04 2 1987 05 627.163
1988 04 2 1988 05 221.365
1989 04 2 1989 05 203.777
1990 04 2 1990 05 356.105
1991 04 2 1991 05 285.706
1992 04 2 1992 05 921.557
1993 04 2 1993 05 509.756
1994 04 2 1994 05 238.335
1995 04 2 1995 05 357.209
1996 04 2 1996 05 194.46
1997 04 2 1997 05 616.153
1998 04 2 1998 05 432.479
1999 04 2 1999 05 192.292
2000 04 2 2000 05 156.641
2001 04 2 2001 05 459.449
2002 04 2 2002 05 282.3
2003 04 2 2003 05 246.897
2004 04 2 2004 05 548.669
2005 04 2 2005 05 323.739
2006 04 2 2006 05 174.239
2007 04 2 2007 05 331.611
2008 04 2 2008 05 219.649
2009 04 2 2009 05 372.943
2010 04 2 2010 05 531.168
2011 04 2 2011 05 125.075
2012 04 2 2012 05 225.869
2013 04 2 2013 05 161.834
2014 04 2 2014 05 100.528
2015 04 2 2015 05 186.778
2016 04 2 2016 05 360.088
1982 04 3 1982 06 144.787
1983 04 3 1983 06 680.017
1984 04 3 1984 06 73.3137
1985 04 3 1985 06 210.496
1986 04 3 1986 06 224.762
1987 04 3 1987 06 546.06
1988 04 3 1988 06 146.109
1989 04 3 1989 06 247.726
1990 04 3 1990 06 973.352
1991 04 3 1991 06 249.471
1992 04 3 1992 06 917.92
1993 04 3 1993 06 382.679
1994 04 3 1994 06 804.374
1995 04 3 1995 06 331.296
1996 04 3 1996 06 46.6505
1997 04 3 1997 06 157.612
1998 04 3 1998 06 273.337
1999 04 3 1999 06 128.715
2000 04 3 2000 06 51.0113
2001 04 3 2001 06 279.588
2002 04 3 2002 06 143.611
2003 04 3 2003 06 148.056
2004 04 3 2004 06 173.923
2005 04 3 2005 06 195.703
2006 04 3 2006 06 173.227
2007 04 3 2007 06 541.819
2008 04 3 2008 06 127.244
2009 04 3 2009 06 194.961
2010 04 3 2010 06 302.1
2011 04 3 2011 06 80.5902
2012 04 3 2012 06 206.919
2013 04 3 2013 06 146.029
2014 04 3 2014 06 105.182
2015 04 3 2015 06 1053.7
2016 04 3 2016 06 1150.8
1982 04 4 1982 07 100.781
1983 04 4 1983 07 153.681
1984 04 4 1984 07 80.2718
1985 04 4 1985 07 81.3271
1986 04 4 1986 07 181.569
1987 04 4 1987 07 810.645
1988 04 4 1988 07 62.8134
1989 04 4 1989 07 126.519
1990 04 4 1990 07 120.599
1991 04 4 1991 07 93.1452
1992 04 4 1992 07 264.981
1993 04 4 1993 07 137.321
1994 04 4 1994 07 114.813
1995 04 4 1995 07 125.888
1996 04 4 1996 07 60.39
1997 04 4 1997 07 336.469
1998 04 4 1998 07 124.823
1999 04 4 1999 07 55.3949
2000 04 4 2000 07 78.0625
2001 04 4 2001 07 142.924
2002 04 4 2002 07 143.09
2003 04 4 2003 07 168.222
2004 04 4 2004 07 266.819
2005 04 4 2005 07 181.09
2006 04 4 2006 07 146.007
2007 04 4 2007 07 280.082
2008 04 4 2008 07 88.6087
2009 04 4 2009 07 76.8399
2010 04 4 2010 07 126.502
2011 04 4 2011 07 39.7615
2012 04 4 2012 07 129.661
2013 04 4 2013 07 116.062
2014 04 4 2014 07 107.812
2015 04 4 2015 07 503.967
2016 04 4 2016 07 385.587
1982 05 0 1982 05 273.8
1983 05 0 1983 05 235.401
1984 05 0 1984 05 40.9998
1985 05 0 1985 05 340.801
1986 05 0 1986 05 156.601
1987 05 0 1987 05 539.299
1988 05 0 1988 05 261.499
1989 05 0 1989 05 412.799
1990 05 0 1990 05 1983.01
1991 05 0 1991 05 228.599
1992 05 0 1992 05 674.802
1993 05 0 1993 05 255.599
1994 05 0 1994 05 556.201
1995 05 0 1995 05 435.402
1996 05 0 1996 05 50.3001
1997 05 0 1997 05 308.901
1998 05 0 1998 05 122.3
1999 05 0 1999 05 369.799
2000 05 0 2000 05 130.899
2001 05 0 2001 05 379.1
2002 05 0 2002 05 105.5
2003 05 0 2003 05 100.5
2004 05 0 2004 05 238.4
2005 05 0 2005 05 331.199
2006 05 0 2006 05 412.2
2007 05 0 2007 05 2107.99
2008 05 0 2008 05 233.801
2009 05 0 2009 05 230.8
2010 05 0 2010 05 638.403
2011 05 0 2011 05 65.3998
2012 05 0 2012 05 394.899
2013 05 0 2013 05 124.8
2014 05 0 2014 05 279.499
2015 05 0 2015 05 1703.99
2016 05 0 2016 05 727.097
1982 05 1 1982 05 282.824
1983 05 1 1983 05 340.647
1984 05 1 1984 05 169.776
1985 05 1 1985 05 306.4
1986 05 1 1986 05 231.991
1987 05 1 1987 05 519.177
1988 05 1 1988 05 222.234
1989 05 1 1989 05 221.802
1990 05 1 1990 05 320.988
1991 05 1 1991 05 311.644
1992 05 1 1992 05 1187.4
1993 05 1 1993 05 476.952
1994 05 1 1994 05 239.223
1995 05 1 1995 05 311.834
1996 05 1 1996 05 197.256
1997 05 1 1997 05 648.939
1998 05 1 1998 05 391.66
1999 05 1 1999 05 223.432
2000 05 1 2000 05 182.049
2001 05 1 2001 05 450.583
2002 05 1 2002 05 322.582
2003 05 1 2003 05 248.292
2004 05 1 2004 05 535.128
2005 05 1 2005 05 366.523
2006 05 1 2006 05 176.853
2007 05 1 2007 05 294.13
2008 05 1 2008 05 214.629
2009 05 1 2009 05 418.262
2010 05 1 2010 05 570.618
2011 05 1 2011 05 144.505
2012 05 1 2012 05 234.521
2013 05 1 2013 05 152.524
2014 05 1 2014 05 99.9595
2015 05 1 2015 05 186.996
2016 05 1 2016 05 296.205
1982 05 2 1982 06 228.493
1983 05 2 1983 06 503.112
1984 05 2 1984 06 124.823
1985 05 2 1985 06 251.471
1986 05 2 1986 06 225.173
1987 05 2 1987 06 996.169
1988 05 2 1988 06 143.588
1989 05 2 1989 06 231.223
1990 05 2 1990 06 872.574
1991 05 2 1991 06 229.932
1992 05 2 1992 06 1826.47
1993 05 2 1993 06 431.679
1994 05 2 1994 06 533.679
1995 05 2 1995 06 431.482
1996 05 2 1996 06 49.2045
1997 05 2 1997 06 178.449
1998 05 2 1998 06 365.914
1999 05 2 1999 06 134.892
2000 05 2 2000 06 88.7907
2001 05 2 2001 06 296.02
2002 05 2 2002 06 107.111
2003 05 2 2003 06 102.307
2004 05 2 2004 06 126.457
2005 05 2 2005 06 245
2006 05 2 2006 06 106.643
2007 05 2 2007 06 418.852
2008 05 2 2008 06 73.4887
2009 05 2 2009 06 187.237
2010 05 2 2010 06 311.693
2011 05 2 2011 06 57.0905
2012 05 2 2012 06 210.871
2013 05 2 2013 06 115.151
2014 05 2 2014 06 183.058
2015 05 2 2015 06 685.804
2016 05 2 2016 06 457.163
1982 05 3 1982 07 177.709
1983 05 3 1983 07 272.382
1984 05 3 1984 07 61.5178
1985 05 3 1985 07 151.776
1986 05 3 1986 07 312.129
1987 05 3 1987 07 226.62
1988 05 3 1988 07 90.4963
1989 05 3 1989 07 141.119
1990 05 3 1990 07 93.4808
1991 05 3 1991 07 170.695
1992 05 3 1992 07 390.723
1993 05 3 1993 07 131.488
1994 05 3 1994 07 181.487
1995 05 3 1995 07 177.608
1996 05 3 1996 07 90.594
1997 05 3 1997 07 337.106
1998 05 3 1998 07 138.052
1999 05 3 1999 07 111.6
2000 05 3 2000 07 109.821
2001 05 3 2001 07 101.901
2002 05 3 2002 07 102.116
2003 05 3 2003 07 128.203
2004 05 3 2004 07 269.205
2005 05 3 2005 07 162.446
2006 05 3 2006 07 64.7254
2007 05 3 2007 07 211.869
2008 05 3 2008 07 53.8305
2009 05 3 2009 07 46.6034
2010 05 3 2010 07 86.9426
2011 05 3 2011 07 54.6643
2012 05 3 2012 07 105.207
2013 05 3 2013 07 87.9615
2014 05 3 2014 07 76.4002
2015 05 3 2015 07 330.89
2016 05 3 2016 07 236.797
1982 05 4 1982 08 54.5039
1983 05 4 1983 08 122.496
1984 05 4 1984 08 135.534
1985 05 4 1985 08 66.243
1986 05 4 1986 08 97.6275
1987 05 4 1987 08 277.001
1988 05 4 1988 08 695.853
1989 05 4 1989 08 108.261
1990 05 4 1990 08 269.155
1991 05 4 1991 08 65.2169
1992 05 4 1992 08 188.925
1993 05 4 1993 08 45.0881
1994 05 4 1994 08 64.8529
1995 05 4 1995 08 57.8275
1996 05 4 1996 08 80.4988
1997 05 4 1997 08 188.171
1998 05 4 1998 08 50.9232
1999 05 4 1999 08 105.496
2000 05 4 2000 08 35.8643
2001 05 4 2001 08 92.4725
2002 05 4 2002 08 462.387
2003 05 4 2003 08 117.497
2004 05 4 2004 08 163.976
2005 05 4 2005 08 88.6555
2006 05 4 2006 08 52.3056
2007 05 4 2007 08 421.784
