xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=X_loadings, cpt:nrow=13, cpt:ncol=4, cpt:row=station, cpt:col=mode 
Station	Latitude	Longitude	1	2	3	4
PRATE_1	32.598300000000002	-100.31250000000000	-0.28576165086485616	0.27503316127809257	0.18305374492941684	-8.4589448534260286E-002
PRATE_2	32.598300000000002	-98.437500000000000	-0.28737469902885704	0.23892275854812933	-6.9166231052620750E-002	0.71977203509086785
PRATE_3	32.598300000000002	-99.375000000000000	-0.29702737112545674	0.27788217958140904	1.6443506860328028E-004	0.26084596056368492
PRATE_4	33.543170000000003	-100.31250000000000	-0.23875133566946666	0.35048401421477549	0.19460534524418727	-0.47675814254228499
PRATE_5	33.543170000000003	-98.437500000000000	-0.25465866156537864	0.33522122217488753	-0.19415287347608709	6.3603117119102423E-002
PRATE_6	33.543170000000003	-99.375000000000000	-0.24180959862969476	0.36484678541228249	-8.0453345536070309E-002	-0.36031984153241703
TMP_1	32.598300000000002	-100.31250000000000	0.31515001061375669	0.23993967419848145	5.6485300883433384E-003	9.6585219768715064E-002
TMP_2	32.598300000000002	-98.437500000000000	0.30042356284952559	0.27764615758431171	4.3319304521256818E-002	-1.9295540549264828E-002
TMP_3	32.598300000000002	-99.375000000000000	0.30848403415642867	0.26308661070049472	1.6843468653827645E-002	3.9001549599138242E-002
TMP_4	33.543170000000003	-100.31250000000000	0.31290109420970935	0.24242001457451995	2.8847755123618431E-002	9.6878236374831450E-002
TMP_5	33.543170000000003	-98.437500000000000	0.29617230805478040	0.28632948474194309	7.0653381009902122E-002	-5.9466939111535635E-003
TMP_6	33.543170000000003	-99.375000000000000	0.30600627466106867	0.26905862583744433	4.2160889726904897E-002	6.0214762108625933E-002
04.0	32.932977780000002	-99.215388899999994	-5.6608032019618761E-002	-6.8637444823518190E-002	0.93267047133851022	0.14590901104621587
